ADM_name,ISO3,Date,Name,Type,Season
Guernsey,GGY,12/15/2013,Homecoming Day (only Alderney),Local holiday,Winter
Guernsey,GGY,5/9/2014,Liberation Day (except Alderney and Sark),Local holiday,Spring
Guernsey,GGY,5/10/2014,Liberation Day (only Sark),Local holiday,Spring
Guernsey,GGY,8/4/2014,Summer Bank Holiday (only Alderney),Local holiday,Summer
Guernsey,GGY,8/25/2014,Summer Bank Holiday (except Alderney),Local holiday,Summer
Guernsey,GGY,12/15/2014,Homecoming Day (only Alderney),Local holiday,Winter
Guernsey,GGY,5/9/2015,Liberation Day (except Alderney and Sark),Local holiday,Spring
Guernsey,GGY,5/10/2015,Liberation Day (only Sark),Local holiday,Spring
Guernsey,GGY,8/3/2015,Summer Bank Holiday (only Alderney),Local holiday,Summer
Guernsey,GGY,8/31/2015,Summer Bank Holiday (except Alderney),Local holiday,Summer
Guernsey,GGY,12/15/2015,Homecoming Day (only Alderney),Local holiday,Winter
Guernsey,GGY,5/9/2016,Liberation Day (except Alderney and Sark),Local holiday,Spring
Guernsey,GGY,5/10/2016,Liberation Day (only Sark),Local holiday,Spring
Guernsey,GGY,8/1/2016,Summer Bank Holiday (only Alderney),Local holiday,Summer
Guernsey,GGY,8/29/2016,Summer Bank Holiday (except Alderney),Local holiday,Summer
Guernsey,GGY,12/15/2016,Homecoming Day (only Alderney),Local holiday,Winter
Guernsey,GGY,5/9/2017,Liberation Day (except Alderney and Sark),Local holiday,Spring
Guernsey,GGY,5/10/2017,Liberation Day (only Sark),Local holiday,Spring
Guernsey,GGY,8/7/2017,Summer Bank Holiday (only Alderney),Local holiday,Summer
Guernsey,GGY,8/28/2017,Summer Bank Holiday (except Alderney),Local holiday,Summer
Guernsey,GGY,12/15/2017,Homecoming Day (only Alderney),Local holiday,Winter
Guernsey,GGY,5/9/2018,Liberation Day (except Alderney and Sark),Local holiday,Spring
Guernsey,GGY,5/10/2018,Liberation Day (only Sark),Local holiday,Spring
Guernsey,GGY,8/6/2018,Summer Bank Holiday (only Alderney),Local holiday,Summer
Guernsey,GGY,8/27/2018,Summer Bank Holiday (except Alderney),Local holiday,Summer
Guernsey,GGY,12/15/2018,Homecoming Day (only Alderney),Local holiday,Winter
Guernsey,GGY,5/9/2019,Liberation Day (except Alderney and Sark),Local holiday,Spring
Guernsey,GGY,5/10/2019,Liberation Day (only Sark),Local holiday,Spring
Guernsey,GGY,8/5/2019,Summer Bank Holiday (only Alderney),Local holiday,Summer
Guernsey,GGY,8/26/2019,Summer Bank Holiday (except Alderney),Local holiday,Summer
Guernsey,GGY,12/15/2019,Homecoming Day (only Alderney),Local holiday,Winter
Guernsey,GGY,1/1/2010,New Year's Day,Public holiday,Winter
Guernsey,GGY,4/2/2010,Good Friday,Public holiday,Spring
Guernsey,GGY,4/5/2010,Easter Monday,Public holiday,Spring
Guernsey,GGY,5/3/2010,May Day,Public holiday,Spring
Guernsey,GGY,5/31/2010,Spring Bank Holiday,Public holiday,Spring
Guernsey,GGY,12/25/2010,Christmas Day,Public holiday,Winter
Guernsey,GGY,12/26/2010,Boxing Day,Public holiday,Winter
Guernsey,GGY,12/27/2010,Bank Holiday,Public holiday,Winter
Guernsey,GGY,1/1/2011,New Year's Day,Public holiday,Winter
Guernsey,GGY,4/22/2011,Good Friday,Public holiday,Spring
Guernsey,GGY,4/25/2011,Easter Monday,Public holiday,Spring
Guernsey,GGY,5/2/2011,May Day,Public holiday,Spring
Guernsey,GGY,5/30/2011,Spring Bank Holiday,Public holiday,Spring
Guernsey,GGY,12/25/2011,Christmas Day,Public holiday,Winter
Guernsey,GGY,12/26/2011,Boxing Day,Public holiday,Winter
Guernsey,GGY,12/27/2011,Bank Holiday,Public holiday,Winter
Guernsey,GGY,1/1/2012,New Year's Day,Public holiday,Winter
Guernsey,GGY,4/6/2012,Good Friday,Public holiday,Spring
Guernsey,GGY,4/9/2012,Easter Monday,Public holiday,Spring
Guernsey,GGY,5/7/2012,May Day,Public holiday,Spring
Guernsey,GGY,5/28/2012,Spring Bank Holiday,Public holiday,Spring
Guernsey,GGY,12/25/2012,Christmas Day,Public holiday,Winter
Guernsey,GGY,12/26/2012,Boxing Day,Public holiday,Winter
Guernsey,GGY,1/1/2013,New Year's Day,Public holiday,Winter
Guernsey,GGY,3/29/2013,Good Friday,Public holiday,Spring
Guernsey,GGY,4/1/2013,Easter Monday,Public holiday,Spring
Guernsey,GGY,5/6/2013,May Day,Public holiday,Spring
Guernsey,GGY,5/27/2013,Spring Bank Holiday,Public holiday,Spring
Guernsey,GGY,12/25/2013,Christmas Day,Public holiday,Winter
Guernsey,GGY,12/26/2013,Boxing Day,Public holiday,Winter
Guernsey,GGY,1/1/2014,New Year's Day,Public holiday,Winter
Guernsey,GGY,4/18/2014,Good Friday,Public holiday,Spring
Guernsey,GGY,4/21/2014,Easter Monday,Public holiday,Spring
Guernsey,GGY,5/5/2014,May Day,Public holiday,Spring
Guernsey,GGY,5/26/2014,Spring Bank Holiday,Public holiday,Spring
Guernsey,GGY,12/25/2014,Christmas Day,Public holiday,Winter
Guernsey,GGY,12/26/2014,Boxing Day,Public holiday,Winter
Guernsey,GGY,1/1/2015,New Year's Day,Public holiday,Winter
Guernsey,GGY,4/3/2015,Good Friday,Public holiday,Spring
Guernsey,GGY,4/6/2015,Easter Monday,Public holiday,Spring
Guernsey,GGY,5/4/2015,May Day,Public holiday,Spring
Guernsey,GGY,5/25/2015,Spring Bank Holiday,Public holiday,Spring
Guernsey,GGY,12/25/2015,Christmas Day,Public holiday,Winter
Guernsey,GGY,12/26/2015,Boxing Day,Public holiday,Winter
Guernsey,GGY,1/1/2016,New Year's Day,Public holiday,Winter
Guernsey,GGY,3/25/2016,Good Friday,Public holiday,Spring
Guernsey,GGY,3/28/2016,Easter Monday,Public holiday,Spring
Guernsey,GGY,5/2/2016,May Day,Public holiday,Spring
Guernsey,GGY,5/30/2016,Spring Bank Holiday,Public holiday,Spring
Guernsey,GGY,12/25/2016,Christmas Day,Public holiday,Winter
Guernsey,GGY,12/26/2016,Boxing Day,Public holiday,Winter
Guernsey,GGY,12/27/2016,Bank Holiday,Public holiday,Winter
Guernsey,GGY,1/1/2017,New Year's Day,Public holiday,Winter
Guernsey,GGY,4/14/2017,Good Friday,Public holiday,Spring
Guernsey,GGY,4/17/2017,Easter Monday,Public holiday,Spring
Guernsey,GGY,5/1/2017,May Day,Public holiday,Spring
Guernsey,GGY,5/29/2017,Spring Bank Holiday,Public holiday,Spring
Guernsey,GGY,12/25/2017,Christmas Day,Public holiday,Winter
Guernsey,GGY,12/26/2017,Boxing Day,Public holiday,Winter
Guernsey,GGY,1/1/2018,New Year's Day,Public holiday,Winter
Guernsey,GGY,3/30/2018,Good Friday,Public holiday,Spring
Guernsey,GGY,4/2/2018,Easter Monday,Public holiday,Spring
Guernsey,GGY,5/7/2018,May Day,Public holiday,Spring
Guernsey,GGY,5/28/2018,Spring Bank Holiday,Public holiday,Spring
Guernsey,GGY,12/25/2018,Christmas Day,Public holiday,Winter
Guernsey,GGY,12/26/2018,Boxing Day,Public holiday,Winter
Guernsey,GGY,1/1/2019,New Year's Day,Public holiday,Winter
Guernsey,GGY,4/19/2019,Good Friday,Public holiday,Spring
Guernsey,GGY,4/22/2019,Easter Monday,Public holiday,Spring
Guernsey,GGY,5/6/2019,May Day,Public holiday,Spring
Guernsey,GGY,5/27/2019,Spring Bank Holiday,Public holiday,Spring
Guernsey,GGY,12/25/2019,Christmas Day,Public holiday,Winter
Guernsey,GGY,12/26/2019,Boxing Day,Public holiday,Winter
Ghana,GHA,4/3/2010,Holy Saturday,Observance,Spring
Ghana,GHA,4/4/2010,Easter Sunday,Observance,Spring
Ghana,GHA,5/9/2010,Mothers' Day,Observance,Spring
Ghana,GHA,6/20/2010,Fathers' Day,Observance,Summer
Ghana,GHA,12/24/2010,Christmas Eve,Observance,Winter
Ghana,GHA,12/31/2010,New Year's Eve,Observance,Winter
Ghana,GHA,4/23/2011,Holy Saturday,Observance,Spring
Ghana,GHA,4/24/2011,Easter Sunday,Observance,Spring
Ghana,GHA,5/8/2011,Mothers' Day,Observance,Spring
Ghana,GHA,6/19/2011,Fathers' Day,Observance,Summer
Ghana,GHA,12/24/2011,Christmas Eve,Observance,Winter
Ghana,GHA,12/31/2011,New Year's Eve,Observance,Winter
Ghana,GHA,4/7/2012,Holy Saturday,Observance,Spring
Ghana,GHA,4/8/2012,Easter Sunday,Observance,Spring
Ghana,GHA,5/13/2012,Mothers' Day,Observance,Spring
Ghana,GHA,6/17/2012,Fathers' Day,Observance,Summer
Ghana,GHA,12/24/2012,Christmas Eve,Observance,Winter
Ghana,GHA,12/31/2012,New Year's Eve,Observance,Winter
Ghana,GHA,3/30/2013,Holy Saturday,Observance,Spring
Ghana,GHA,3/31/2013,Easter Sunday,Observance,Spring
Ghana,GHA,5/12/2013,Mothers' Day,Observance,Spring
Ghana,GHA,6/16/2013,Fathers' Day,Observance,Summer
Ghana,GHA,12/24/2013,Christmas Eve,Observance,Winter
Ghana,GHA,12/31/2013,New Year's Eve,Observance,Winter
Ghana,GHA,4/19/2014,Holy Saturday,Observance,Spring
Ghana,GHA,4/20/2014,Easter Sunday,Observance,Spring
Ghana,GHA,5/11/2014,Mothers' Day,Observance,Spring
Ghana,GHA,6/15/2014,Fathers' Day,Observance,Summer
Ghana,GHA,12/24/2014,Christmas Eve,Observance,Winter
Ghana,GHA,12/31/2014,New Year's Eve,Observance,Winter
Ghana,GHA,4/4/2015,Holy Saturday,Observance,Spring
Ghana,GHA,4/5/2015,Easter Sunday,Observance,Spring
Ghana,GHA,5/10/2015,Mothers' Day,Observance,Spring
Ghana,GHA,6/21/2015,Fathers' Day,Observance,Summer
Ghana,GHA,12/24/2015,Christmas Eve,Observance,Winter
Ghana,GHA,12/31/2015,New Year's Eve,Observance,Winter
Ghana,GHA,3/26/2016,Holy Saturday,Observance,Spring
Ghana,GHA,3/27/2016,Easter Sunday,Observance,Spring
Ghana,GHA,5/8/2016,Mothers' Day,Observance,Spring
Ghana,GHA,6/19/2016,Fathers' Day,Observance,Summer
Ghana,GHA,11/4/2016,Farmer's Day observed,Observance,Fall
Ghana,GHA,12/24/2016,Christmas Eve,Observance,Winter
Ghana,GHA,12/31/2016,New Year's Eve,Observance,Winter
Ghana,GHA,4/15/2017,Holy Saturday,Observance,Spring
Ghana,GHA,4/16/2017,Easter Sunday,Observance,Spring
Ghana,GHA,5/14/2017,Mothers' Day,Observance,Spring
Ghana,GHA,6/18/2017,Fathers' Day,Observance,Summer
Ghana,GHA,12/24/2017,Christmas Eve,Observance,Winter
Ghana,GHA,12/31/2017,New Year's Eve,Observance,Winter
Ghana,GHA,3/31/2018,Holy Saturday,Observance,Spring
Ghana,GHA,4/1/2018,Easter Sunday,Observance,Spring
Ghana,GHA,5/13/2018,Mothers' Day,Observance,Spring
Ghana,GHA,6/17/2018,Fathers' Day,Observance,Summer
Ghana,GHA,12/24/2018,Christmas Eve,Observance,Winter
Ghana,GHA,12/31/2018,New Year's Eve,Observance,Winter
Ghana,GHA,4/20/2019,Holy Saturday,Observance,Spring
Ghana,GHA,4/21/2019,Easter Sunday,Observance,Spring
Ghana,GHA,5/12/2019,Mothers' Day,Observance,Spring
Ghana,GHA,6/16/2019,Fathers' Day,Observance,Summer
Ghana,GHA,12/24/2019,Christmas Eve,Observance,Winter
Ghana,GHA,12/31/2019,New Year's Eve,Observance,Winter
Ghana,GHA,1/1/2010,New Year's Day,Public holiday,Winter
Ghana,GHA,3/6/2010,Independence Day,Public holiday,Spring
Ghana,GHA,4/2/2010,Good Friday,Public holiday,Spring
Ghana,GHA,4/5/2010,Easter Monday,Public holiday,Spring
Ghana,GHA,5/1/2010,May Day,Public holiday,Spring
Ghana,GHA,5/25/2010,African Union Day,Public holiday,Spring
Ghana,GHA,7/1/2010,Republic Day,Public holiday,Summer
Ghana,GHA,9/9/2010,Id ul Fitr,Public holiday,Fall
Ghana,GHA,9/21/2010,Founder's Day,Public holiday,Fall
Ghana,GHA,11/16/2010,Eid al-Adha,Public holiday,Fall
Ghana,GHA,12/2/2010,Farmer's Day,Public holiday,Winter
Ghana,GHA,12/3/2010,Farmer's Day,Public holiday,Winter
Ghana,GHA,12/7/2010,Farmer's Day,Public holiday,Winter
Ghana,GHA,12/25/2010,Christmas Day,Public holiday,Winter
Ghana,GHA,12/26/2010,Boxing Day,Public holiday,Winter
Ghana,GHA,1/1/2011,New Year's Day,Public holiday,Winter
Ghana,GHA,3/6/2011,Independence Day,Public holiday,Spring
Ghana,GHA,4/22/2011,Good Friday,Public holiday,Spring
Ghana,GHA,4/25/2011,Easter Monday,Public holiday,Spring
Ghana,GHA,5/1/2011,May Day,Public holiday,Spring
Ghana,GHA,5/25/2011,African Union Day,Public holiday,Spring
Ghana,GHA,7/1/2011,Republic Day,Public holiday,Summer
Ghana,GHA,8/29/2011,Id ul Fitr,Public holiday,Summer
Ghana,GHA,9/21/2011,Founder's Day,Public holiday,Fall
Ghana,GHA,11/6/2011,Eid al-Adha,Public holiday,Fall
Ghana,GHA,12/25/2011,Christmas Day,Public holiday,Winter
Ghana,GHA,12/26/2011,Boxing Day,Public holiday,Winter
Ghana,GHA,1/1/2012,New Year's Day,Public holiday,Winter
Ghana,GHA,3/6/2012,Independence Day,Public holiday,Spring
Ghana,GHA,4/6/2012,Good Friday,Public holiday,Spring
Ghana,GHA,4/9/2012,Easter Monday,Public holiday,Spring
Ghana,GHA,5/1/2012,May Day,Public holiday,Spring
Ghana,GHA,5/25/2012,African Union Day,Public holiday,Spring
Ghana,GHA,7/1/2012,Republic Day,Public holiday,Summer
Ghana,GHA,8/19/2012,Id ul Fitr,Public holiday,Summer
Ghana,GHA,9/21/2012,Founder's Day,Public holiday,Fall
Ghana,GHA,10/25/2012,Eid al-Adha,Public holiday,Fall
Ghana,GHA,12/25/2012,Christmas Day,Public holiday,Winter
Ghana,GHA,12/26/2012,Boxing Day,Public holiday,Winter
Ghana,GHA,1/1/2013,New Year's Day,Public holiday,Winter
Ghana,GHA,3/6/2013,Independence Day,Public holiday,Spring
Ghana,GHA,3/29/2013,Good Friday,Public holiday,Spring
Ghana,GHA,4/1/2013,Easter Monday,Public holiday,Spring
Ghana,GHA,5/1/2013,May Day,Public holiday,Spring
Ghana,GHA,5/25/2013,African Union Day,Public holiday,Spring
Ghana,GHA,5/27/2013,African Union Day observed,Public holiday,Spring
Ghana,GHA,7/1/2013,Republic Day,Public holiday,Summer
Ghana,GHA,8/8/2013,Id ul Fitr,Public holiday,Summer
Ghana,GHA,9/21/2013,Founder's Day,Public holiday,Fall
Ghana,GHA,9/23/2013,Founder's Day observed,Public holiday,Fall
Ghana,GHA,10/15/2013,Eid al-Adha,Public holiday,Fall
Ghana,GHA,12/6/2013,Farmer's Day,Public holiday,Winter
Ghana,GHA,12/25/2013,Christmas Day,Public holiday,Winter
Ghana,GHA,12/26/2013,Boxing Day,Public holiday,Winter
Ghana,GHA,1/1/2014,New Year's Day,Public holiday,Winter
Ghana,GHA,3/6/2014,Independence Day,Public holiday,Spring
Ghana,GHA,4/18/2014,Good Friday,Public holiday,Spring
Ghana,GHA,4/21/2014,Easter Monday,Public holiday,Spring
Ghana,GHA,5/1/2014,May Day,Public holiday,Spring
Ghana,GHA,5/25/2014,African Union Day,Public holiday,Spring
Ghana,GHA,5/26/2014,African Union Day observed,Public holiday,Spring
Ghana,GHA,7/1/2014,Republic Day,Public holiday,Summer
Ghana,GHA,7/28/2014,Id ul Fitr,Public holiday,Summer
Ghana,GHA,9/21/2014,Founder's Day,Public holiday,Fall
Ghana,GHA,9/22/2014,Founder's Day observed,Public holiday,Fall
Ghana,GHA,10/4/2014,Eid al-Adha,Public holiday,Fall
Ghana,GHA,12/5/2014,Farmer's Day,Public holiday,Winter
Ghana,GHA,12/25/2014,Christmas Day,Public holiday,Winter
Ghana,GHA,12/26/2014,Boxing Day,Public holiday,Winter
Ghana,GHA,1/1/2015,New Year's Day,Public holiday,Winter
Ghana,GHA,3/6/2015,Independence Day,Public holiday,Spring
Ghana,GHA,4/3/2015,Good Friday,Public holiday,Spring
Ghana,GHA,4/6/2015,Easter Monday,Public holiday,Spring
Ghana,GHA,5/1/2015,May Day,Public holiday,Spring
Ghana,GHA,5/25/2015,African Union Day,Public holiday,Spring
Ghana,GHA,7/1/2015,Republic Day,Public holiday,Summer
Ghana,GHA,7/18/2015,Id ul Fitr,Public holiday,Summer
Ghana,GHA,7/20/2015,Id ul Fitr,Public holiday,Summer
Ghana,GHA,9/21/2015,Founder's Day,Public holiday,Fall
Ghana,GHA,9/24/2015,Eid al-Adha,Public holiday,Fall
Ghana,GHA,12/4/2015,Farmer's Day,Public holiday,Winter
Ghana,GHA,12/25/2015,Christmas Day,Public holiday,Winter
Ghana,GHA,12/26/2015,Boxing Day,Public holiday,Winter
Ghana,GHA,12/28/2015,Boxing Day observed,Public holiday,Winter
Ghana,GHA,1/1/2016,New Year's Day,Public holiday,Winter
Ghana,GHA,3/6/2016,Independence Day,Public holiday,Spring
Ghana,GHA,3/7/2016,Independence Day observed,Public holiday,Spring
Ghana,GHA,3/25/2016,Good Friday,Public holiday,Spring
Ghana,GHA,3/28/2016,Easter Monday,Public holiday,Spring
Ghana,GHA,5/1/2016,May Day,Public holiday,Spring
Ghana,GHA,5/2/2016,May Day observed,Public holiday,Spring
Ghana,GHA,5/25/2016,African Union Day,Public holiday,Spring
Ghana,GHA,7/1/2016,Republic Day,Public holiday,Summer
Ghana,GHA,7/7/2016,Id ul Fitr,Public holiday,Summer
Ghana,GHA,9/12/2016,Eid al-Adha,Public holiday,Fall
Ghana,GHA,9/21/2016,Founder's Day,Public holiday,Fall
Ghana,GHA,12/2/2016,Farmer's Day,Public holiday,Winter
Ghana,GHA,12/25/2016,Christmas Day,Public holiday,Winter
Ghana,GHA,12/26/2016,Boxing Day,Public holiday,Winter
Ghana,GHA,12/26/2016,Christmas Day observed,Public holiday,Winter
Ghana,GHA,1/1/2017,New Year's Day,Public holiday,Winter
Ghana,GHA,1/2/2017,New Year's Day observed,Public holiday,Winter
Ghana,GHA,3/6/2017,Independence Day,Public holiday,Spring
Ghana,GHA,4/14/2017,Good Friday,Public holiday,Spring
Ghana,GHA,4/17/2017,Easter Monday,Public holiday,Spring
Ghana,GHA,5/1/2017,May Day,Public holiday,Spring
Ghana,GHA,5/25/2017,African Union Day,Public holiday,Spring
Ghana,GHA,6/26/2017,Id ul Fitr,Public holiday,Summer
Ghana,GHA,7/1/2017,Republic Day,Public holiday,Summer
Ghana,GHA,7/3/2017,Republic Day observed,Public holiday,Summer
Ghana,GHA,9/2/2017,Eid al-Adha,Public holiday,Fall
Ghana,GHA,9/21/2017,Founder's Day,Public holiday,Fall
Ghana,GHA,12/1/2017,Farmer's Day,Public holiday,Winter
Ghana,GHA,12/25/2017,Christmas Day,Public holiday,Winter
Ghana,GHA,12/26/2017,Boxing Day,Public holiday,Winter
Ghana,GHA,1/1/2018,New Year's Day,Public holiday,Winter
Ghana,GHA,3/6/2018,Independence Day,Public holiday,Spring
Ghana,GHA,3/30/2018,Good Friday,Public holiday,Spring
Ghana,GHA,4/2/2018,Easter Monday,Public holiday,Spring
Ghana,GHA,5/1/2018,May Day,Public holiday,Spring
Ghana,GHA,5/25/2018,African Union Day,Public holiday,Spring
Ghana,GHA,6/15/2018,Id ul Fitr,Public holiday,Summer
Ghana,GHA,7/1/2018,Republic Day,Public holiday,Summer
Ghana,GHA,7/2/2018,Republic Day observed,Public holiday,Summer
Ghana,GHA,8/22/2018,Eid al-Adha,Public holiday,Summer
Ghana,GHA,9/21/2018,Founder's Day,Public holiday,Fall
Ghana,GHA,12/7/2018,Farmer's Day,Public holiday,Winter
Ghana,GHA,12/25/2018,Christmas Day,Public holiday,Winter
Ghana,GHA,12/26/2018,Boxing Day,Public holiday,Winter
Ghana,GHA,1/1/2019,New Year's Day,Public holiday,Winter
Ghana,GHA,1/7/2019,Constitution Day,Public holiday,Winter
Ghana,GHA,3/6/2019,Independence Day,Public holiday,Spring
Ghana,GHA,4/19/2019,Good Friday,Public holiday,Spring
Ghana,GHA,4/22/2019,Easter Monday,Public holiday,Spring
Ghana,GHA,5/1/2019,May Day,Public holiday,Spring
Ghana,GHA,6/5/2019,Id ul Fitr,Public holiday,Summer
Ghana,GHA,8/12/2019,Eid al-Adha,Public holiday,Summer
Ghana,GHA,9/21/2019,Founder's Day,Public holiday,Fall
Ghana,GHA,9/21/2019,Kwame Nkrumah Memorial Day,Public holiday,Fall
Ghana,GHA,9/23/2019,Founder's Day observed,Public holiday,Fall
Ghana,GHA,9/23/2019,Kwame Nkrumah Memorial Day observed,Public holiday,Fall
Ghana,GHA,12/6/2019,Farmer's Day,Public holiday,Winter
Ghana,GHA,12/25/2019,Christmas Day,Public holiday,Winter
Ghana,GHA,12/26/2019,Boxing Day,Public holiday,Winter
Gibraltar,GIB,2/14/2010,Valentine's Day,Observance,Winter
Gibraltar,GIB,12/24/2010,Christmas Eve,Observance,Winter
Gibraltar,GIB,12/31/2010,New Year's Eve,Observance,Winter
Gibraltar,GIB,2/14/2011,Valentine's Day,Observance,Winter
Gibraltar,GIB,12/24/2011,Christmas Eve,Observance,Winter
Gibraltar,GIB,12/31/2011,New Year's Eve,Observance,Winter
Gibraltar,GIB,2/14/2012,Valentine's Day,Observance,Winter
Gibraltar,GIB,12/24/2012,Christmas Eve,Observance,Winter
Gibraltar,GIB,12/31/2012,New Year's Eve,Observance,Winter
Gibraltar,GIB,2/14/2013,Valentine's Day,Observance,Winter
Gibraltar,GIB,12/24/2013,Christmas Eve,Observance,Winter
Gibraltar,GIB,12/31/2013,New Year's Eve,Observance,Winter
Gibraltar,GIB,2/14/2014,Valentine's Day,Observance,Winter
Gibraltar,GIB,12/24/2014,Christmas Eve,Observance,Winter
Gibraltar,GIB,12/31/2014,New Year's Eve,Observance,Winter
Gibraltar,GIB,2/14/2015,Valentine's Day,Observance,Winter
Gibraltar,GIB,12/24/2015,Christmas Eve,Observance,Winter
Gibraltar,GIB,12/31/2015,New Year's Eve,Observance,Winter
Gibraltar,GIB,2/14/2016,Valentine's Day,Observance,Winter
Gibraltar,GIB,12/24/2016,Christmas Eve,Observance,Winter
Gibraltar,GIB,12/31/2016,New Year's Eve,Observance,Winter
Gibraltar,GIB,2/14/2017,Valentine's Day,Observance,Winter
Gibraltar,GIB,12/24/2017,Christmas Eve,Observance,Winter
Gibraltar,GIB,12/31/2017,New Year's Eve,Observance,Winter
Gibraltar,GIB,2/14/2018,Valentine's Day,Observance,Winter
Gibraltar,GIB,12/24/2018,Christmas Eve,Observance,Winter
Gibraltar,GIB,12/31/2018,New Year's Eve,Observance,Winter
Gibraltar,GIB,2/14/2019,Valentine's Day,Observance,Winter
Gibraltar,GIB,12/24/2019,Christmas Eve,Observance,Winter
Gibraltar,GIB,12/31/2019,New Year's Eve,Observance,Winter
Gibraltar,GIB,1/1/2010,New Year's Day,Public holiday,Winter
Gibraltar,GIB,3/8/2010,Commonwealth Day,Public holiday,Spring
Gibraltar,GIB,4/2/2010,Good Friday,Public holiday,Spring
Gibraltar,GIB,4/5/2010,Easter Monday,Public holiday,Spring
Gibraltar,GIB,5/1/2010,May Day,Public holiday,Spring
Gibraltar,GIB,5/31/2010,Spring Bank Holiday,Public holiday,Spring
Gibraltar,GIB,9/10/2010,Gibraltar Day,Public holiday,Fall
Gibraltar,GIB,12/25/2010,Christmas Day,Public holiday,Winter
Gibraltar,GIB,12/26/2010,Boxing Day,Public holiday,Winter
Gibraltar,GIB,1/3/2011,New Year's Day,Public holiday,Winter
Gibraltar,GIB,3/14/2011,Commonwealth Day,Public holiday,Spring
Gibraltar,GIB,4/22/2011,Good Friday,Public holiday,Spring
Gibraltar,GIB,4/25/2011,Easter Monday,Public holiday,Spring
Gibraltar,GIB,5/1/2011,May Day,Public holiday,Spring
Gibraltar,GIB,5/30/2011,Spring Bank Holiday,Public holiday,Spring
Gibraltar,GIB,9/10/2011,Gibraltar Day,Public holiday,Fall
Gibraltar,GIB,12/25/2011,Christmas Day,Public holiday,Winter
Gibraltar,GIB,12/26/2011,Boxing Day,Public holiday,Winter
Gibraltar,GIB,1/2/2012,New Year's Day,Public holiday,Winter
Gibraltar,GIB,3/12/2012,Commonwealth Day,Public holiday,Spring
Gibraltar,GIB,4/6/2012,Good Friday,Public holiday,Spring
Gibraltar,GIB,4/9/2012,Easter Monday,Public holiday,Spring
Gibraltar,GIB,5/1/2012,May Day,Public holiday,Spring
Gibraltar,GIB,6/4/2012,Spring Bank Holiday,Public holiday,Summer
Gibraltar,GIB,9/10/2012,Gibraltar Day,Public holiday,Fall
Gibraltar,GIB,12/25/2012,Christmas Day,Public holiday,Winter
Gibraltar,GIB,12/26/2012,Boxing Day,Public holiday,Winter
Gibraltar,GIB,1/1/2013,New Year's Day,Public holiday,Winter
Gibraltar,GIB,3/11/2013,Commonwealth Day,Public holiday,Spring
Gibraltar,GIB,3/29/2013,Good Friday,Public holiday,Spring
Gibraltar,GIB,4/1/2013,Easter Monday,Public holiday,Spring
Gibraltar,GIB,5/1/2013,May Day,Public holiday,Spring
Gibraltar,GIB,5/27/2013,Spring Bank Holiday,Public holiday,Spring
Gibraltar,GIB,9/10/2013,Gibraltar Day,Public holiday,Fall
Gibraltar,GIB,12/25/2013,Christmas Day,Public holiday,Winter
Gibraltar,GIB,12/26/2013,Boxing Day,Public holiday,Winter
Gibraltar,GIB,1/1/2014,New Year's Day,Public holiday,Winter
Gibraltar,GIB,3/10/2014,Commonwealth Day,Public holiday,Spring
Gibraltar,GIB,4/18/2014,Good Friday,Public holiday,Spring
Gibraltar,GIB,4/21/2014,Easter Monday,Public holiday,Spring
Gibraltar,GIB,5/1/2014,May Day,Public holiday,Spring
Gibraltar,GIB,5/26/2014,Spring Bank Holiday,Public holiday,Spring
Gibraltar,GIB,9/10/2014,Gibraltar Day,Public holiday,Fall
Gibraltar,GIB,12/25/2014,Christmas Day,Public holiday,Winter
Gibraltar,GIB,12/26/2014,Boxing Day,Public holiday,Winter
Gibraltar,GIB,1/1/2015,New Year's Day,Public holiday,Winter
Gibraltar,GIB,1/2/2015,Second Day of New Year,Public holiday,Winter
Gibraltar,GIB,3/9/2015,Commonwealth Day,Public holiday,Spring
Gibraltar,GIB,4/3/2015,Good Friday,Public holiday,Spring
Gibraltar,GIB,4/6/2015,Easter Monday,Public holiday,Spring
Gibraltar,GIB,5/1/2015,May Day,Public holiday,Spring
Gibraltar,GIB,5/25/2015,Spring Bank Holiday,Public holiday,Spring
Gibraltar,GIB,9/10/2015,Gibraltar Day,Public holiday,Fall
Gibraltar,GIB,12/25/2015,Christmas Day,Public holiday,Winter
Gibraltar,GIB,12/26/2015,Boxing Day,Public holiday,Winter
Gibraltar,GIB,1/1/2016,New Year's Day,Public holiday,Winter
Gibraltar,GIB,3/14/2016,Commonwealth Day,Public holiday,Spring
Gibraltar,GIB,3/25/2016,Good Friday,Public holiday,Spring
Gibraltar,GIB,3/28/2016,Easter Monday,Public holiday,Spring
Gibraltar,GIB,5/1/2016,May Day,Public holiday,Spring
Gibraltar,GIB,5/2/2016,May Day observed,Public holiday,Spring
Gibraltar,GIB,5/30/2016,Spring Bank Holiday,Public holiday,Spring
Gibraltar,GIB,9/10/2016,Gibraltar Day,Public holiday,Fall
Gibraltar,GIB,9/12/2016,Gibraltar Day observed,Public holiday,Fall
Gibraltar,GIB,12/25/2016,Christmas Day,Public holiday,Winter
Gibraltar,GIB,12/26/2016,Boxing Day,Public holiday,Winter
Gibraltar,GIB,1/1/2017,New Year's Day,Public holiday,Winter
Gibraltar,GIB,1/2/2017,New Year's Day observed,Public holiday,Winter
